Mod:Item:MetaData, Localized Name
comforts:sleeping_bag:11, Blue Sleeping Bag
comforts:sleeping_bag:12, Brown Sleeping Bag
comforts:sleeping_bag:13, Green Sleeping Bag
comforts:sleeping_bag:14, Red Sleeping Bag
comforts:sleeping_bag:15, Black Sleeping Bag
comforts:hammock:0, White Hammock Cloth
comforts:hammock:1, Orange Hammock Cloth
comforts:hammock:2, Magenta Hammock Cloth
comforts:hammock:3, Light Blue Hammock Cloth
comforts:hammock:4, Yellow Hammock Cloth
comforts:hammock:5, Lime Hammock Cloth
comforts:hammock:6, Pink Hammock Cloth
comforts:hammock:7, Gray Hammock Cloth
comforts:hammock:8, Light Gray Hammock Cloth
comforts:hammock:9, Cyan Hammock Cloth
comforts:hammock:10, Purple Hammock Cloth
comforts:hammock:11, Blue Hammock Cloth
comforts:hammock:12, Brown Hammock Cloth
comforts:hammock:13, Green Hammock Cloth
comforts:hammock:14, Red Hammock Cloth
comforts:hammock:15, Black Hammock Cloth
comforts:rope, Rope and Nail
corpsecomplex:scroll, Grave Scroll
dungeonmobs:lavarock, tile.dungeonmobs.lavarock.name
dungeonmobs:bladetrap, Blade Trap
dynamictrees:dendropotion:0, Biochar Base Potion
dynamictrees:dendropotion:1, Potion of Depletion
dynamictrees:dendropotion:3, Potion of Burgeoning
dynamictrees:dendropotion:4, Potion of Fertility
dynamictrees:dendropotion:5, Potion of Persistance
dynamictrees:dendropotion:6, Potion of Transformation
dynamictrees:dirtbucket, Dirt Bucket
dynamictrees:staff, Woodland Staff
dynamictrees:appleseed, Apple Pip
dynamictrees:oakbranch, Dynamic Oak Tree
dynamictrees:oakbranchx, tile.dynamictrees:oakbranchx.name
dynamictrees:oakseed, Oak Acorn
dynamictrees:sprucebranch, Dynamic Spruce Tree
dynamictrees:sprucebranchx, tile.dynamictrees:sprucebranchx.name
dynamictrees:spruceseed, Spruce Cone
dynamictrees:birchbranch, Dynamic Birch Tree
dynamictrees:birchseed, Birch Catkin
dynamictrees:junglebranch, Dynamic Jungle Tree
dynamictrees:junglebranchx, tile.dynamictrees:junglebranchx.name
dynamictrees:jungleseed, Jungle Pod
dynamictrees:acaciabranch, Dynamic Acacia Tree
dynamictrees:acaciaseed, Acacia Seed
dynamictrees:darkoakbranch, Dynamic Dark Oak Tree
dynamictrees:darkoakbranchx, tile.dynamictrees:darkoakbranchx.name
dynamictrees:darkoakseed, Dark Oak Acorn
dynamictrees:cactusbranch, tile.cactusbranch.name
dynamictrees:cactusseed, Cactus Seed
dynamictreesbop:floweringoakseed, Flowering Oak Acorn
dynamictreesbop:yellowautumnseed, Autumnal Birch Catkin
dynamictreesbop:orangeautumnseed, Autumnal Oak Acorn
dynamictreesbop:oakdyingseed, Dying Oak Acorn
dynamictreesbop:mapleseed, Maple Samara
dynamictreesbop:magicbranch, Dynamic Magic Tree
dynamictreesbop:magicseed:0, Magic Cypsela
dynamictreesbop:umbranconiferseed, Umbran Cone
dynamictreesbop:umbranbranch, Dynamic Umbran Tree
dynamictreesbop:umbranbranchx, tile.dynamictreesbop:umbranbranchx.name
dynamictreesbop:umbranseed, Umbran Seed
dynamictreesbop:firbranch, Dynamic Fir Tree
dynamictreesbop:firbranchx, tile.dynamictreesbop:firbranchx.name
dynamictreesbop:firseed, Fir Cone
dynamictreesbop:whitecherryseed, White Cherry Stone
dynamictreesbop:cherrybranch, Dynamic Cherry Tree
dynamictreesbop:pinkcherryseed, Pink Cherry Stone
dynamictreesbop:deadbranch, Dynamic Dead Tree
dynamictreesbop:jacarandabranch, Dynamic Jacaranda Tree
dynamictreesbop:jacarandaseed, Jacaranda Pod
dynamictreesbop:redwoodbranch, Dynamic Redwood Tree
dynamictreesbop:redwoodbranchx, tile.dynamictreesbop:redwoodbranchx.name
dynamictreesbop:redwoodseed, Redwood Cone
dynamictreesbop:willowbranch, Dynamic Willow Tree
dynamictreesbop:willowseed, Willow Catkin
dynamictreesbop:hellbarkbranch, Dynamic Hellbark Tree
dynamictreesbop:hellbarkseed, Hellish Acorn
dynamictreesbop:pinebranch, Dynamic Pine Tree
dynamictreesbop:pineseed, Pine Cone
dynamictreesbop:palmbranch, Dynamic Palm Tree
dynamictreesbop:palmseed, Palm Seed
dynamictreesbop:mahoganybranch, Dynamic Mahogany Tree
dynamictreesbop:mahoganyseed, Mahogany Pod
dynamictreesbop:ebonybranch, Dynamic Ebony Tree
dynamictreesbop:ebonyseed, Ebony Pod
dynamictreesbop:bamboobranch, Dynamic Bamboo Tree
dynamictreesbop:bambooseed, Bamboo Shoot
dynamictreesbop:eucalyptusbranch, Dynamic Eucalyptus Tree
dynamictreesbop:eucalyptusseed, Eucalyptus Capsule
dynamictreesphc:dateseed, Date Tree Seed
dynamictreesphc:papayaseed, Papaya Tree Seed
dynamictreesphc:cherryseed, Cherry Tree Seed
dynamictreesphc:cinnamonseed, Cinnamon Tree Seed
dynamictreesphc:figseed, Fig Tree Seed
dynamictreesphc:soursopseed, Soursop Seed
dynamictreesphc:dragonfruitseed, Dragonfruit Tree Seed
dynamictreesphc:paperbarkseed, Paperbark Tree Seed
dynamictreesphc:rambutanseed, Rambutan Seed
dynamictreesphc:jackfruitseed, Jackfruit Seed
dynamictreesphc:passionfruitseed, Passionfruit Seed
dynamictreesphc:lemonseed, Lemon Tree Seed
dynamictreesphc:pearseed, Pear Tree Seed
dynamictreesphc:oliveseed, Olive Tree Seed
dynamictreesphc:spiderwebseed, SpiderWeb Tree Seed
dynamictreesphc:grapefruitseed, Grapefruit Tree Seed
dynamictreesphc:pomegranateseed, Pomegranate Tree Seed
dynamictreesphc:cashewseed, Cashew Tree Seed
dynamictreesphc:vanillabeanseed, Vanilla Tree Seed
dynamictreesphc:starfruitseed, Starfruit Tree Seed
dynamictreesphc:bananaseed, Banana Tree Seed
dynamictreesphc:plumseed, Plum Tree Seed
dynamictreesphc:avocadoseed, Avocado Tree Seed
dynamictreesphc:pecanseed, Pecan Tree Seed
dynamictreesphc:pistachioseed, Pistachio Tree Seed
dynamictreesphc:hazelnutseed, Hazelnut Seed
dynamictreesphc:limeseed, Lime Tree Seed
dynamictreesphc:peppercornseed, Peppercorn Tree Seed
dynamictreesphc:almondseed, Almond Tree Seed
dynamictreesphc:gooseberryseed, Gooseberry Tree Seed
dynamictreesphc:peachseed, Peach Tree Seed
dynamictreesphc:chestnutseed, Chestnut Tree Seed
dynamictreesphc:pawpawseed, Pawpaw Seed
dynamictreesphc:coconutseed, Coconut Tree Seed
dynamictreesphc:mangoseed, Mango Tree Seed
dynamictreesphc:apricotseed, Apricot Tree Seed
dynamictreesphc:orangeseed, Orange Tree Seed
dynamictreesphc:walnutseed, Walnut Tree Seed
dynamictreesphc:lycheeseed, Lychee Seed
dynamictreesphc:persimmonseed, Persimmon Tree Seed
dynamictreesphc:mapleseed, Maple Tree Seed
dynamictreesphc:guavaseed, Guava Seed
dynamictreesphc:breadfruitseed, Breadfruit Seed
dynamictreesphc:nutmegseed, Nutmeg Tree Seed
dynamictreesphc:durianseed, Durian Tree Seed
dynamictreesphc:tamarindseed, Tamarind Seed
dynamictreesphc:cinnamonbranch, Dynamic Cinnamon Tree
dynamictreesphc:maplebranch, Dynamic Maple Tree
dynamictreesphc:paperbarkbranch, Dynamic Paper Bark Tree
dynamictreestc:greatwoodbranch, Dynamic Greatwood Tree
dynamictreestc:greatwoodbranchx, tile.dynamictreestc:greatwoodbranchx.name
dynamictreestc:greatwoodseed, Greatwood Seed
dynamictreestc:silverwoodbranch, Dynamic Silverwood Tree
dynamictreestc:silverwoodbranchx, tile.dynamictreestc:silverwoodbranchx.name
dynamictreestc:silverwoodseed, Silverwood Seed
dynamictreestconstruct:slimebluebranch, Dynamic Blue Slime Tree
dynamictreestconstruct:slimeblueseed, Blue Slime Seed
dynamictreestconstruct:slimepurplebranch, Dynamic Purple Slime Tree
dynamictreestconstruct:slimepurpleseed, Purple Slime Seed
dynamictreestconstruct:slimemagmabranch, Dynamic Magma Slime Tree
dynamictreestconstruct:slimemagmaseed, Magma Slime Seed
dynamictreestheaether:skyrootbranch, Dynamic Skyroot Tree
dynamictreestheaether:skyrootseed, Skyroot Seed
dynamictreestheaether:goldenoakbranch, Dynamic Golden Oak Tree
dynamictreestheaether:goldenoakseed, Golden Oak Acorn
dynamictreestheaether:crystalbranch, Dynamic Crystal Tree
dynamictreestheaether:crystalseed, White Apple Pip
dynamictreestheaether:holidaybranch, Dynamic Holiday Tree
dynamictreestheaether:holidayseed, Holiday Tree Cone
exoticbirds:bird_book, Bird Encyclopedia
exoticbirds:peacock_feather, Peacock Feather
exoticbirds:phoenix_dust, Phoenix Dust
exoticbirds:phoenix_feather, Phoenix Feather
exoticbirds:peafowl_egg, Peafowl Egg
exoticbirds:hummingbird_egg, Hummingbird Egg
exoticbirds:woodpecker_egg, Woodpecker Egg
exoticbirds:kingfisher_egg, Kingfisher Egg
exoticbirds:roadrunner_egg, Roadrunner Egg
exoticbirds:toucan_egg, Toucan Egg
exoticbirds:swan_egg, Swan Egg
exoticbirds:parrot_egg, Parrot Egg
exoticbirds:cassowary_egg, Cassowary Egg
exoticbirds:magpie_egg, Magpie Egg
exoticbirds:kiwi_egg, Kiwi Egg
exoticbirds:vulture_egg, Vulture Egg
exoticbirds:flamingo_egg, Flamingo Egg
exoticbirds:pelican_egg, Pelican Egg
exoticbirds:owl_egg, Owl Egg
exoticbirds:lyrebird_egg, Lyrebird Egg
exoticbirds:ostrich_egg, Ostrich Egg
exoticbirds:gouldianfinch_egg, Gouldian Finch Egg
exoticbirds:seagull_egg, Seagull Egg
exoticbirds:pigeon_egg, Pigeon Egg
exoticbirds:emperorpenguin_egg, Penguin Egg
exoticbirds:duck_egg, Duck Egg
exoticbirds:heron_egg, Heron Egg
exoticbirds:booby_egg, Booby Egg
exoticbirds:cardinal_egg, Cardinal Egg
exoticbirds:bluejay_egg, Blue Jay Egg
exoticbirds:robin_egg, Robin Egg
exoticbirds:crane_egg, Crane Egg
exoticbirds:kookaburra_egg, Kookaburra Egg
exoticbirds:budgie_egg, Budgerigar Egg
exoticbirds:mystery_egg, Unidentified Egg
exoticbirds:eggshell, Eggshell
exoticbirds:birdmeat, Raw Bird Meat
exoticbirds:cooked_birdmeat, Cooked Bird Meat
exoticbirds:egg_sorter, Egg Identifier
exoticbirds:egg_incubator, Egg Incubator
exoticbirds:nest, Nest
exoticbirds:phoenix_egg, Phoenix Egg
exoticbirds:birdcage_gold, Gold Birdcage
exoticbirds:birdcage_iron, Iron Birdcage
exoticbirds:birdcage_oak, Oak Birdcage
exoticbirds:birdcage_spruce, Spruce Birdcage
exoticbirds:birdcage_birch, Birch Birdcage
exoticbirds:birdcage_jungle, Jungle Birdcage
exoticbirds:birdcage_acacia, Acacia Birdcage
exoticbirds:birdcage_dark_oak, Dark Oak Birdcage
foodexpansion:itemjelly, Green Jelly
foodexpansion:itembacon, Bacon
foodexpansion:itemcookedbacon, Crispy Bacon
foodexpansion:itemfriedegg, Fried Egg
foodexpansion:itembaconandegg, Bacon and Egg
foodexpansion:itemcarrotseedsoup, Carrot Soup
foodexpansion:itemsquid, Raw Squid
foodexpansion:itemcookedsquid, Cooked Squid
foodexpansion:itemcompressedflesh, Dried Flesh
foodexpansion:itemchocolatebar, Chocolate Bar
foodexpansion:itemspidersoup, Spider Eye Stew
foodexpansion:itemnetherwartsoup, Nether Wart Stew
foodexpansion:itemcactusfruit, Cactus Fruit
foodexpansion:itemhorsemeat, Horse Meat
foodexpansion:itemcookedhorsemeat, Cooked Horse Meat
foodexpansion:itemcookedmushroom, Cooked Mushroom
foodexpansion:itemcarrotpie, Carrot Cake
foodexpansion:itembatwing, Bat Wing
foodexpansion:itemcookedbatwing, Cooked Bat Wing
foodexpansion:itemblazecream, Blaze Cream Soup
foodexpansion:itemmelonsalad, Melon Salad
foodexpansion:itemroastedseed, Roasted Seed
foodexpansion:itemdough, Dough
foodexpansion:itemwolfmeat, Wolf Meat
foodexpansion:itemcookedwolfmeat, Cooked Wolf Meat
foodexpansion:itemocelotmeat, Ocelot Meat
foodexpansion:itemcookedocelotmeat, Cooked Ocelot Meat
foodexpansion:itemlollipop, Lollipop
foodexpansion:itembeetrootnoodles, Beetroot Noodles
foodexpansion:itemparrotmeat, Raw Parrot
foodexpansion:itemcookedparrotmeat, Cooked Parrot
foodexpansion:itemllamameat, Raw Llama
foodexpansion:itemcookedllamameat, Llama Steak
foodexpansion:itempolarbearmeat, Raw Polar Bear
foodexpansion:itemcookedpolarbearmeat, Polar Bear Steak
foodexpansion:itemforbiddenfruit, §eForbidden Fruit
foodexpansion:itemstarvingfruit, §9Starving Fruit
cgm:workbench, Workbench
cgm:handgun, Pistol
cgm:shotgun, Shotgun
cgm:rifle, Rifle
cgm:grenade_launcher, Grenade Launcher
cgm:bazooka, Bazooka
cgm:chain_gun, Minigun
cgm:assault_rifle, Assault Rifle
cgm:machine_pistol, Machine Pistol
cgm:basic_ammo, Basic Ammo
cgm:advanced_ammo, Advanced Ammo
cgm:shell, Shell
cgm:missile, Missile
cgm:grenade, Grenade
cgm:stun_grenade, Stun Grenade
cgm:part:0, item.cgm.part_chain_gun_base.name
cgm:scope:0, Scope (Short)
cgm:scope:1, Scope (Medium)
cgm:scope:2, Scope (Long)
cgm:silencer, Silencer
iceandfire:lectern, Lectern
iceandfire:podium:0, Oak Podium
iceandfire:podium:1, Spruce Podium
iceandfire:podium:2, Birch Podium
iceandfire:podium:3, Jungle Podium
iceandfire:podium:4, Acacia Podium
iceandfire:podium:5, Dark Oak Podium
iceandfire:fire_lily, Fire Lily
iceandfire:frost_lily, Frost Lily
iceandfire:goldpile, Pile of Gold
iceandfire:silverpile, Pile of Silver
iceandfire:silver_ore, Silver Ore
iceandfire:sapphire_ore, Sapphire Ore
iceandfire:silver_block, Silver Block
iceandfire:sapphire_block, Sapphire Block
iceandfire:chared_dirt, Charred Dirt
iceandfire:chared_grass, Charred Grass
iceandfire:chared_stone, Charred Stone
iceandfire:chared_cobblestone, Charred Cobblestone
iceandfire:chared_gravel, Charred Gravel
iceandfire:chared_grass_path, Charred Grass Path
iceandfire:ash, Ash
iceandfire:frozen_dirt, Frozen Dirt
iceandfire:frozen_grass, Frozen Grass
iceandfire:frozen_stone, Frozen Stone
iceandfire:frozen_cobblestone, Frozen Cobblestone
iceandfire:frozen_gravel, Frozen Gravel
iceandfire:frozen_grass_path, Frozen Grass Path
iceandfire:frozen_splinters, Frozen Splinters
iceandfire:dragon_ice, Dragon Ice
iceandfire:dragon_ice_spikes, Dragon Ice Spikes
iceandfire:nest, Dragon Nest
iceandfire:dragonscale_red, Block of Dragon Scales
iceandfire:dragonscale_green, Block of Dragon Scales
iceandfire:dragonscale_bronze, Block of Dragon Scales
iceandfire:dragonscale_gray, Block of Dragon Scales
iceandfire:dragonscale_blue, Block of Dragon Scales
iceandfire:dragonscale_white, Block of Dragon Scales
iceandfire:dragonscale_sapphire, Block of Dragon Scales
iceandfire:dragonscale_silver, Block of Dragon Scales
iceandfire:dragon_bone_block, Block of Dragon Bones
iceandfire:dragon_bone_wall, Dragon Bone Wall
iceandfire:dragonforge_fire_brick, Dragonforge Fire Brick
iceandfire:dragonforge_ice_brick, Dragonforge Ice Brick
iceandfire:dragonforge_fire_input, Dragonforge Fire Aperture
iceandfire:dragonforge_ice_input, Dragonforge Ice Aperture
iceandfire:dragonforge_fire_core_disabled, Dragonforge Fire Core
iceandfire:dragonforge_ice_core_disabled, Dragonforge Ice Core
iceandfire:dragonforge_fire_core, Dragonforge Fire Core
iceandfire:dragonforge_ice_core, Dragonforge Ice Core
iceandfire:egginice, Frozen Dragon Egg
iceandfire:pixie_house:0, Brown Mushroom Pixie Hovel
iceandfire:pixie_house:1, Red Mushroom Pixie Hovel
iceandfire:pixie_house:2, Birch Pixie Hovel
iceandfire:pixie_house:3, Oak Pixie Hovel
iceandfire:pixie_house:4, Dark Oak Pixie Hovel
iceandfire:pixie_house:5, Spruce Pixie Hovel
iceandfire:jar_empty, Jar
iceandfire:jar_pixie:0, Pixie Jar
iceandfire:jar_pixie:1, Pixie Jar
iceandfire:jar_pixie:2, Pixie Jar
iceandfire:jar_pixie:3, Pixie Jar
iceandfire:jar_pixie:4, Pixie Jar
iceandfire:myrmex_resin:0, Desert Myrmex Resin
iceandfire:myrmex_resin:1, Jungle Myrmex Resin
iceandfire:myrmex_resin_sticky:0, Sticky Desert Myrmex Resin
iceandfire:myrmex_resin_sticky:1, Sticky Jungle Myrmex Resin
iceandfire:desert_myrmex_cocoon, Desert Myrmex Cocoon
iceandfire:jungle_myrmex_cocoon, Jungle Myrmex Cocoon
iceandfire:myrmex_desert_biolight, Desert Myrmex Bioluminescence
iceandfire:myrmex_jungle_biolight, Jungle Myrmex Bioluminescence
iceandfire:myrmex_desert_resin_block, Hardened Desert Myrmex Resin
iceandfire:myrmex_jungle_resin_block, Hardened Jungle Myrmex Resin
iceandfire:myrmex_desert_resin_glass, Desert Myrmex Resin Glass
iceandfire:myrmex_jungle_resin_glass, Jungle Myrmex Resin Glass
iceandfire:dragonsteel_fire_block, Block of Fire Dragonsteel
iceandfire:dragonsteel_ice_block, Block of Ice Dragonsteel
iceandfire:dread_stone, Dreadstone
iceandfire:dread_stone_bricks, Dreadstone Bricks
iceandfire:dread_stone_bricks_chiseled, Chiseled Dreadstone Bricks
iceandfire:dread_stone_bricks_cracked, Cracked Dreadstone Bricks
iceandfire:dread_stone_bricks_mossy, Mossy Dreadstone Bricks
iceandfire:dread_stone_tile, Dreadstone Tile
iceandfire:dread_stone_face, Dreadstone Chiseled Skull
iceandfire:dread_torch, Dreadstone Torch
iceandfire:dread_stone_stairs, Dreadstone Bricks Stairs
iceandfire:dread_stone_slab_double:0, Dreadstone Bricks Slab
iceandfire:dread_stone_slab:0, Dreadstone Bricks Slab
iceandfire:dreadwood_log, Dreadwood Log
iceandfire:dreadwood_planks, Dreadwood Planks
iceandfire:dreadwood_planks_lock, Dreadwood Keyhole
iceandfire:dread_portal, Dread Lands Portal
iceandfire:dread_spawner, Dreadstone Mob Spawner
iceandfire:burnt_torch, Burnt Out Torch
iceandfire:sea_serpent_scale_block_blue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_bronze, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_deepblue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_green, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_purple, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_red, Block of Sea Serpent Scales
